Engine 1 speed:2.5676, engine 2 speed: 6.58155, engine 3 speed: 2.4324, engine 4 speed: 6.41845
Engine 1 speed:2.44818, engine 2 speed: 6.53878, engine 3 speed: 2.55182, engine 4 speed: 6.46122
Engine 1 speed:2.5022, engine 2 speed: 6.46227, engine 3 speed: 2.4978, engine 4 speed: 6.53773
Engine 1 speed:2.49031, engine 2 speed: 6.44111, engine 3 speed: 2.50969, engine 4 speed: 6.55889
Engine 1 speed:2.26419, engine 2 speed: 6.26507, engine 3 speed: 2.73581, engine 4 speed: 6.73493
Engine 1 speed:2.17741, engine 2 speed: 6.33739, engine 3 speed: 2.82259, engine 4 speed: 6.66261
Engine 1 speed:2.22583, engine 2 speed: 6.19445, engine 3 speed: 2.77417, engine 4 speed: 6.80555
Engine 1 speed:2.20393, engine 2 speed: 6.26673, engine 3 speed: 2.79607, engine 4 speed: 6.73327
Engine 1 speed:2.23653, engine 2 speed: 6.221, engine 3 speed: 2.76347, engine 4 speed: 6.77901
Engine 1 speed:2.28493, engine 2 speed: 6.24558, engine 3 speed: 2.71507, engine 4 speed: 6.75442
Engine 1 speed:2.24097, engine 2 speed: 6.25426, engine 3 speed: 2.75903, engine 4 speed: 6.74574
Engine 1 speed:2.33145, engine 2 speed: 6.25683, engine 3 speed: 2.66855, engine 4 speed: 6.74317
Engine 1 speed:2.25375, engine 2 speed: 6.26132, engine 3 speed: 2.74625, engine 4 speed: 6.73868
Engine 1 speed:2.26381, engine 2 speed: 6.33308, engine 3 speed: 2.73619, engine 4 speed: 6.66692
Engine 1 speed:2.25571, engine 2 speed: 6.25286, engine 3 speed: 2.74429, engine 4 speed: 6.74714
Engine 1 speed:2.2419, engine 2 speed: 6.09896, engine 3 speed: 2.7581, engine 4 speed: 6.90104
Engine 1 speed:2.16955, engine 2 speed: 6.33164, engine 3 speed: 2.83045, engine 4 speed: 6.66836
Engine 1 speed:2.16754, engine 2 speed: 6.31853, engine 3 speed: 2.83246, engine 4 speed: 6.68147
Engine 1 speed:2.44302, engine 2 speed: 6.3543, engine 3 speed: 2.55698, engine 4 speed: 6.6457
Engine 1 speed:2.3333, engine 2 speed: 6.23923, engine 3 speed: 2.6667, engine 4 speed: 6.76077
Engine 1 speed:2.12561, engine 2 speed: 6.25578, engine 3 speed: 2.87439, engine 4 speed: 6.74422
Engine 1 speed:2.25198, engine 2 speed: 6.25422, engine 3 speed: 2.74802, engine 4 speed: 6.74578
Engine 1 speed:2.26636, engine 2 speed: 6.23775, engine 3 speed: 2.73364, engine 4 speed: 6.76225
Engine 1 speed:2.18358, engine 2 speed: 6.20653, engine 3 speed: 2.81642, engine 4 speed: 6.79347
Engine 1 speed:2.20911, engine 2 speed: 6.32431, engine 3 speed: 2.79089, engine 4 speed: 6.67569
Engine 1 speed:2.25312, engine 2 speed: 6.21026, engine 3 speed: 2.74688, engine 4 speed: 6.78974
Engine 1 speed:2.22683, engine 2 speed: 6.2909, engine 3 speed: 2.77317, engine 4 speed: 6.7091
Engine 1 speed:2.15651, engine 2 speed: 6.29225, engine 3 speed: 2.84349, engine 4 speed: 6.70775
Engine 1 speed:2.30388, engine 2 speed: 6.22432, engine 3 speed: 2.69612, engine 4 speed: 6.77568
Engine 1 speed:2.14826, engine 2 speed: 6.27029, engine 3 speed: 2.85174, engine 4 speed: 6.72971
Engine 1 speed:2.35121, engine 2 speed: 6.23538, engine 3 speed: 2.64879, engine 4 speed: 6.76462
Engine 1 speed:2.23706, engine 2 speed: 6.24378, engine 3 speed: 2.76294, engine 4 speed: 6.75622
Engine 1 speed:2.26522, engine 2 speed: 6.30474, engine 3 speed: 2.73478, engine 4 speed: 6.69526
Engine 1 speed:2.2851, engine 2 speed: 6.26022, engine 3 speed: 2.7149, engine 4 speed: 6.73978
Engine 1 speed:2.23327, engine 2 speed: 6.25268, engine 3 speed: 2.76673, engine 4 speed: 6.74732
Engine 1 speed:2.21356, engine 2 speed: 6.33995, engine 3 speed: 2.78644, engine 4 speed: 6.66005
Engine 1 speed:2.21607, engine 2 speed: 6.2553, engine 3 speed: 2.78393, engine 4 speed: 6.7447
Engine 1 speed:2.3401, engine 2 speed: 6.25322, engine 3 speed: 2.6599, engine 4 speed: 6.74678
Engine 1 speed:2.15229, engine 2 speed: 6.31732, engine 3 speed: 2.84771, engine 4 speed: 6.68268
Engine 1 speed:2.23453, engine 2 speed: 6.29019, engine 3 speed: 2.76547, engine 4 speed: 6.70981
Engine 1 speed:2.26466, engine 2 speed: 6.20303, engine 3 speed: 2.73534, engine 4 speed: 6.79697
Engine 1 speed:2.17654, engine 2 speed: 6.20169, engine 3 speed: 2.82346, engine 4 speed: 6.79831
Engine 1 speed:2.21212, engine 2 speed: 6.29432, engine 3 speed: 2.78788, engine 4 speed: 6.70568
Engine 1 speed:2.27371, engine 2 speed: 6.19417, engine 3 speed: 2.72629, engine 4 speed: 6.80583
Engine 1 speed:2.24006, engine 2 speed: 6.3023, engine 3 speed: 2.75994, engine 4 speed: 6.6977
Engine 1 speed:2.28972, engine 2 speed: 6.28249, engine 3 speed: 2.71028, engine 4 speed: 6.71751
Engine 1 speed:2.26332, engine 2 speed: 6.12898, engine 3 speed: 2.73668, engine 4 speed: 6.87102
Engine 1 speed:2.17905, engine 2 speed: 6.29422, engine 3 speed: 2.82095, engine 4 speed: 6.70578
Engine 1 speed:2.3003, engine 2 speed: 6.20543, engine 3 speed: 2.6997, engine 4 speed: 6.79457
Engine 1 speed:2.18132, engine 2 speed: 6.22879, engine 3 speed: 2.81868, engine 4 speed: 6.77121
Engine 1 speed:2.30714, engine 2 speed: 6.32536, engine 3 speed: 2.69286, engine 4 speed: 6.67464
Engine 1 speed:2.56257, engine 2 speed: 6.53444, engine 3 speed: 2.43743, engine 4 speed: 6.46556
Engine 1 speed:2.51323, engine 2 speed: 6.48653, engine 3 speed: 2.48677, engine 4 speed: 6.51347
Engine 1 speed:2.47186, engine 2 speed: 6.47389, engine 3 speed: 2.52814, engine 4 speed: 6.52611
Engine 1 speed:2.57043, engine 2 speed: 6.52507, engine 3 speed: 2.42957, engine 4 speed: 6.47493
Engine 1 speed:2.35188, engine 2 speed: 6.50713, engine 3 speed: 2.64812, engine 4 speed: 6.49287
Engine 1 speed:2.45352, engine 2 speed: 6.57103, engine 3 speed: 2.54648, engine 4 speed: 6.42897
Engine 1 speed:2.53558, engine 2 speed: 6.47685, engine 3 speed: 2.46442, engine 4 speed: 6.52315
Engine 1 speed:2.49862, engine 2 speed: 6.55188, engine 3 speed: 2.50138, engine 4 speed: 6.44812
Engine 1 speed:2.45211, engine 2 speed: 6.52059, engine 3 speed: 2.54789, engine 4 speed: 6.47941
Engine 1 speed:2.49407, engine 2 speed: 6.53039, engine 3 speed: 2.50593, engine 4 speed: 6.46961
Engine 1 speed:2.44697, engine 2 speed: 6.56139, engine 3 speed: 2.55303, engine 4 speed: 6.43861
Engine 1 speed:2.2528, engine 2 speed: 6.76159, engine 3 speed: 2.7472, engine 4 speed: 6.23841
Engine 1 speed:2.27719, engine 2 speed: 6.81553, engine 3 speed: 2.72281, engine 4 speed: 6.18447
Engine 1 speed:2.31316, engine 2 speed: 6.60679, engine 3 speed: 2.68684, engine 4 speed: 6.39321
Engine 1 speed:2.2287, engine 2 speed: 6.7651, engine 3 speed: 2.7713, engine 4 speed: 6.2349
Engine 1 speed:2.29525, engine 2 speed: 6.82976, engine 3 speed: 2.70475, engine 4 speed: 6.17024
Engine 1 speed:2.26815, engine 2 speed: 6.62844, engine 3 speed: 2.73185, engine 4 speed: 6.37156
Engine 1 speed:2.13361, engine 2 speed: 6.73834, engine 3 speed: 2.86639, engine 4 speed: 6.26166
Engine 1 speed:2.20623, engine 2 speed: 6.77223, engine 3 speed: 2.79377, engine 4 speed: 6.22777
Engine 1 speed:2.33724, engine 2 speed: 6.85495, engine 3 speed: 2.66276, engine 4 speed: 6.14505
Engine 1 speed:2.17943, engine 2 speed: 6.63532, engine 3 speed: 2.82057, engine 4 speed: 6.36468
Engine 1 speed:2.21021, engine 2 speed: 6.84498, engine 3 speed: 2.78979, engine 4 speed: 6.15502
Engine 1 speed:2.25388, engine 2 speed: 6.64527, engine 3 speed: 2.74612, engine 4 speed: 6.35473
Engine 1 speed:2.20342, engine 2 speed: 6.77302, engine 3 speed: 2.79658, engine 4 speed: 6.22698
Engine 1 speed:2.32969, engine 2 speed: 6.63434, engine 3 speed: 2.67031, engine 4 speed: 6.36566
Engine 1 speed:2.17498, engine 2 speed: 6.74989, engine 3 speed: 2.82502, engine 4 speed: 6.25011
Engine 1 speed:2.28917, engine 2 speed: 6.79827, engine 3 speed: 2.71083, engine 4 speed: 6.20173
Engine 1 speed:2.1926, engine 2 speed: 6.71851, engine 3 speed: 2.8074, engine 4 speed: 6.28149
Engine 1 speed:2.2403, engine 2 speed: 6.74106, engine 3 speed: 2.7597, engine 4 speed: 6.25894
Engine 1 speed:2.28421, engine 2 speed: 6.83485, engine 3 speed: 2.71579, engine 4 speed: 6.16515
Engine 1 speed:2.2563, engine 2 speed: 6.69193, engine 3 speed: 2.7437, engine 4 speed: 6.30807
Engine 1 speed:2.33481, engine 2 speed: 6.61659, engine 3 speed: 2.66518, engine 4 speed: 6.38341
Engine 1 speed:2.18583, engine 2 speed: 6.80588, engine 3 speed: 2.81417, engine 4 speed: 6.19412
Engine 1 speed:2.24626, engine 2 speed: 6.8452, engine 3 speed: 2.75374, engine 4 speed: 6.1548
Engine 1 speed:2.2767, engine 2 speed: 6.96592, engine 3 speed: 2.7233, engine 4 speed: 6.03408
Engine 1 speed:2.18326, engine 2 speed: 7.11571, engine 3 speed: 2.81674, engine 4 speed: 5.88429
Engine 1 speed:2.1979, engine 2 speed: 7.09011, engine 3 speed: 2.8021, engine 4 speed: 5.90989
Engine 1 speed:2.33968, engine 2 speed: 7.2365, engine 3 speed: 2.66032, engine 4 speed: 5.7635
Engine 1 speed:2.42344, engine 2 speed: 7.54812, engine 3 speed: 2.57656, engine 4 speed: 5.45188
Engine 1 speed:2.74231, engine 2 speed: 7.69272, engine 3 speed: 2.25769, engine 4 speed: 5.30728
Engine 1 speed:2.64434, engine 2 speed: 8.09674, engine 3 speed: 2.35566, engine 4 speed: 4.90326
Engine 1 speed:2.89749, engine 2 speed: 8.48885, engine 3 speed: 2.10251, engine 4 speed: 4.51115
Engine 1 speed:2.95373, engine 2 speed: 9.15245, engine 3 speed: 2.04627, engine 4 speed: 3.84755
Engine 1 speed:2.44046, engine 2 speed: 9.87484, engine 3 speed: 2.55954, engine 4 speed: 3.12516
Engine 1 speed:1.65492, engine 2 speed: 9.65492, engine 3 speed: 3.34508, engine 4 speed: 3.34508
Engine 1 speed:0.957558, engine 2 speed: 8.95756, engine 3 speed: 4.04244, engine 4 speed: 4.04244
Engine 1 speed:2.35961, engine 2 speed: 8.13372, engine 3 speed: 2.64039, engine 4 speed: 4.86628
Engine 1 speed:3.7856, engine 2 speed: 9.2144, engine 3 speed: 1.2144, engine 4 speed: 3.7856
Engine 1 speed:3.03251, engine 2 speed: 9.96749, engine 3 speed: 1.96749, engine 4 speed: 3.03251
Engine 1 speed:2.31921, engine 2 speed: 10.2284, engine 3 speed: 2.68079, engine 4 speed: 2.77161
Engine 1 speed:1.9103, engine 2 speed: 9.7378, engine 3 speed: 3.0897, engine 4 speed: 3.2622
Engine 1 speed:1.75951, engine 2 speed: 9.06282, engine 3 speed: 3.24049, engine 4 speed: 3.93718
Engine 1 speed:2.04164, engine 2 speed: 8.43937, engine 3 speed: 2.95836, engine 4 speed: 4.56063
Engine 1 speed:2.95965, engine 2 speed: 8.07327, engine 3 speed: 2.04035, engine 4 speed: 4.92673
Engine 1 speed:4.00281, engine 2 speed: 8.93115, engine 3 speed: 0.997191, engine 4 speed: 4.06885
Engine 1 speed:2.73525, engine 2 speed: 10.2647, engine 3 speed: 2.26475, engine 4 speed: 2.73525
Engine 1 speed:1.50238, engine 2 speed: 9.50238, engine 3 speed: 3.49762, engine 4 speed: 3.49762
Engine 1 speed:0.926498, engine 2 speed: 8.53511, engine 3 speed: 4.0735, engine 4 speed: 4.46489
Engine 1 speed:2.5708, engine 2 speed: 8.46125, engine 3 speed: 2.4292, engine 4 speed: 4.53875
Engine 1 speed:3.15766, engine 2 speed: 9.41684, engine 3 speed: 1.84234, engine 4 speed: 3.58316
Engine 1 speed:2.90479, engine 2 speed: 10.0952, engine 3 speed: 2.09521, engine 4 speed: 2.90479
Engine 1 speed:2.44326, engine 2 speed: 10.4433, engine 3 speed: 2.55674, engine 4 speed: 2.55674
Engine 1 speed:2.10245, engine 2 speed: 10.1025, engine 3 speed: 2.89755, engine 4 speed: 2.89755
Engine 1 speed:1.62708, engine 2 speed: 9.6222, engine 3 speed: 3.37292, engine 4 speed: 3.3778
Engine 1 speed:2.60984, engine 2 speed: 8.88923, engine 3 speed: 2.39016, engine 4 speed: 4.11077
Engine 1 speed:3.47828, engine 2 speed: 9.52172, engine 3 speed: 1.52172, engine 4 speed: 3.47828
Engine 1 speed:2.5, engine 2 speed: 10.5, engine 3 speed: 2.5, engine 4 speed: 2.5
Engine 1 speed:1.48701, engine 2 speed: 9.48701, engine 3 speed: 3.51299, engine 4 speed: 3.51299
Engine 1 speed:1.45161, engine 2 speed: 8.63269, engine 3 speed: 3.54839, engine 4 speed: 4.36731
Engine 1 speed:1.99671, engine 2 speed: 8.39725, engine 3 speed: 3.00329, engine 4 speed: 4.60275
Engine 1 speed:2.40455, engine 2 speed: 8.68063, engine 3 speed: 2.59545, engine 4 speed: 4.31937
Engine 1 speed:2.27077, engine 2 speed: 9.27629, engine 3 speed: 2.72923, engine 4 speed: 3.72371
Engine 1 speed:1.46226, engine 2 speed: 9.46226, engine 3 speed: 3.53774, engine 4 speed: 3.53774
Engine 1 speed:1.01448, engine 2 speed: 8.53179, engine 3 speed: 3.98552, engine 4 speed: 4.46821
Engine 1 speed:2.4541, engine 2 speed: 8.02761, engine 3 speed: 2.5459, engine 4 speed: 4.97239
Engine 1 speed:2.79517, engine 2 speed: 9.39626, engine 3 speed: 2.20483, engine 4 speed: 3.60374
Engine 1 speed:1.7696, engine 2 speed: 9.45015, engine 3 speed: 3.2304, engine 4 speed: 3.54985
Engine 1 speed:1.3437, engine 2 speed: 9.02887, engine 3 speed: 3.6563, engine 4 speed: 3.97113
Engine 1 speed:1.34389, engine 2 speed: 8.87028, engine 3 speed: 3.65611, engine 4 speed: 4.12972
Engine 1 speed:1.80165, engine 2 speed: 8.55609, engine 3 speed: 3.19835, engine 4 speed: 4.44391
Engine 1 speed:2.21676, engine 2 speed: 8.92983, engine 3 speed: 2.78324, engine 4 speed: 4.07017
Engine 1 speed:1.81276, engine 2 speed: 9.5248, engine 3 speed: 3.18724, engine 4 speed: 3.4752
Engine 1 speed:1.04289, engine 2 speed: 9.04289, engine 3 speed: 3.95711, engine 4 speed: 3.95711
Engine 1 speed:1.62021, engine 2 speed: 8.54828, engine 3 speed: 3.37979, engine 4 speed: 4.45172
Engine 1 speed:1.88298, engine 2 speed: 9.10149, engine 3 speed: 3.11702, engine 4 speed: 3.89851
Engine 1 speed:1.49825, engine 2 speed: 9.49825, engine 3 speed: 3.50175, engine 4 speed: 3.50175
Engine 1 speed:1.40283, engine 2 speed: 9.40283, engine 3 speed: 3.59717, engine 4 speed: 3.59717
Engine 1 speed:0.918368, engine 2 speed: 8.91837, engine 3 speed: 4.08163, engine 4 speed: 4.08163
Engine 1 speed:0.98476, engine 2 speed: 8.97655, engine 3 speed: 4.01524, engine 4 speed: 4.02345
Engine 1 speed:1.53621, engine 2 speed: 9.4429, engine 3 speed: 3.46379, engine 4 speed: 3.5571
Engine 1 speed:1.43726, engine 2 speed: 9.43726, engine 3 speed: 3.56274, engine 4 speed: 3.56274
Engine 1 speed:0.715729, engine 2 speed: 8.71573, engine 3 speed: 4.28427, engine 4 speed: 4.28427
Engine 1 speed:1.05673, engine 2 speed: 9.05673, engine 3 speed: 3.94327, engine 4 speed: 3.94327
Engine 1 speed:1.40696, engine 2 speed: 9.40696, engine 3 speed: 3.59304, engine 4 speed: 3.59304
Engine 1 speed:1.37242, engine 2 speed: 9.37242, engine 3 speed: 3.62758, engine 4 speed: 3.62758
Engine 1 speed:1.28025, engine 2 speed: 9.28025, engine 3 speed: 3.71975, engine 4 speed: 3.71975
Engine 1 speed:1.30956, engine 2 speed: 9.30956, engine 3 speed: 3.69044, engine 4 speed: 3.69044
Engine 1 speed:1.45118, engine 2 speed: 9.45118, engine 3 speed: 3.54882, engine 4 speed: 3.54882
Engine 1 speed:1.41478, engine 2 speed: 9.41478, engine 3 speed: 3.58522, engine 4 speed: 3.58522
Engine 1 speed:1.11795, engine 2 speed: 9.11795, engine 3 speed: 3.88205, engine 4 speed: 3.88205
Engine 1 speed:1.36028, engine 2 speed: 9.36028, engine 3 speed: 3.63972, engine 4 speed: 3.63972
Engine 1 speed:1.20105, engine 2 speed: 9.20105, engine 3 speed: 3.79895, engine 4 speed: 3.79895
Engine 1 speed:1.16504, engine 2 speed: 9.16504, engine 3 speed: 3.83496, engine 4 speed: 3.83496
Engine 1 speed:1.36043, engine 2 speed: 9.36043, engine 3 speed: 3.63957, engine 4 speed: 3.63957
Engine 1 speed:1.31088, engine 2 speed: 9.31088, engine 3 speed: 3.68912, engine 4 speed: 3.68912
Engine 1 speed:1.21505, engine 2 speed: 9.21505, engine 3 speed: 3.78495, engine 4 speed: 3.78495
Engine 1 speed:1.27138, engine 2 speed: 9.27138, engine 3 speed: 3.72862, engine 4 speed: 3.72862
Engine 1 speed:1.37963, engine 2 speed: 9.37963, engine 3 speed: 3.62037, engine 4 speed: 3.62037
Engine 1 speed:1.23883, engine 2 speed: 9.23883, engine 3 speed: 3.76117, engine 4 speed: 3.76117
Engine 1 speed:1.23151, engine 2 speed: 9.23151, engine 3 speed: 3.76849, engine 4 speed: 3.76849
Engine 1 speed:1.38067, engine 2 speed: 9.38067, engine 3 speed: 3.61933, engine 4 speed: 3.61933
Engine 1 speed:1.31833, engine 2 speed: 9.31833, engine 3 speed: 3.68167, engine 4 speed: 3.68167
Engine 1 speed:1.21731, engine 2 speed: 9.21731, engine 3 speed: 3.78269, engine 4 speed: 3.78269
Engine 1 speed:1.25197, engine 2 speed: 9.25197, engine 3 speed: 3.74803, engine 4 speed: 3.74803
Engine 1 speed:1.35228, engine 2 speed: 9.35229, engine 3 speed: 3.64772, engine 4 speed: 3.64772
Engine 1 speed:1.11463, engine 2 speed: 9.11463, engine 3 speed: 3.88537, engine 4 speed: 3.88537
Engine 1 speed:1.15476, engine 2 speed: 9.15476, engine 3 speed: 3.84524, engine 4 speed: 3.84524
Engine 1 speed:1.33834, engine 2 speed: 9.33834, engine 3 speed: 3.66166, engine 4 speed: 3.66166
Engine 1 speed:1.14482, engine 2 speed: 9.14482, engine 3 speed: 3.85518, engine 4 speed: 3.85518
Engine 1 speed:1.02452, engine 2 speed: 9.02452, engine 3 speed: 3.97548, engine 4 speed: 3.97548
Engine 1 speed:0.966993, engine 2 speed: 8.96699, engine 3 speed: 4.03301, engine 4 speed: 4.03301
Engine 1 speed:1.10634, engine 2 speed: 9.10634, engine 3 speed: 3.89366, engine 4 speed: 3.89366
Engine 1 speed:0.784351, engine 2 speed: 8.78435, engine 3 speed: 4.21565, engine 4 speed: 4.21565
Engine 1 speed:0.684119, engine 2 speed: 8.68412, engine 3 speed: 4.31588, engine 4 speed: 4.31588
Engine 1 speed:1.02334, engine 2 speed: 9.02334, engine 3 speed: 3.97666, engine 4 speed: 3.97666
Engine 1 speed:0.935843, engine 2 speed: 8.93584, engine 3 speed: 4.06416, engine 4 speed: 4.06416
Engine 1 speed:0.397423, engine 2 speed: 8.39742, engine 3 speed: 4.60258, engine 4 speed: 4.60258
Engine 1 speed:0.65331, engine 2 speed: 8.65331, engine 3 speed: 4.34669, engine 4 speed: 4.34669
Engine 1 speed:0.782943, engine 2 speed: 8.78294, engine 3 speed: 4.21706, engine 4 speed: 4.21706
Engine 1 speed:0.633117, engine 2 speed: 8.63312, engine 3 speed: 4.36688, engine 4 speed: 4.36688
Engine 1 speed:0.470868, engine 2 speed: 8.47087, engine 3 speed: 4.52913, engine 4 speed: 4.52913
Engine 1 speed:0.771793, engine 2 speed: 8.77179, engine 3 speed: 4.22821, engine 4 speed: 4.22821
Engine 1 speed:0.677884, engine 2 speed: 8.67788, engine 3 speed: 4.32212, engine 4 speed: 4.32212
Engine 1 speed:0.538341, engine 2 speed: 8.53834, engine 3 speed: 4.46166, engine 4 speed: 4.46166
Engine 1 speed:0.501522, engine 2 speed: 8.50152, engine 3 speed: 4.49848, engine 4 speed: 4.49848
Engine 1 speed:0.587224, engine 2 speed: 8.58722, engine 3 speed: 4.41278, engine 4 speed: 4.41278
Engine 1 speed:0.585723, engine 2 speed: 8.58572, engine 3 speed: 4.41428, engine 4 speed: 4.41428
Engine 1 speed:0.310757, engine 2 speed: 8.31076, engine 3 speed: 4.68924, engine 4 speed: 4.68924
Engine 1 speed:0.48529, engine 2 speed: 8.48529, engine 3 speed: 4.51471, engine 4 speed: 4.51471
Engine 1 speed:0.76775, engine 2 speed: 8.76775, engine 3 speed: 4.23225, engine 4 speed: 4.23225
Engine 1 speed:0.499133, engine 2 speed: 8.49913, engine 3 speed: 4.50087, engine 4 speed: 4.50087
Engine 1 speed:0.353559, engine 2 speed: 8.35356, engine 3 speed: 4.64644, engine 4 speed: 4.64644
Engine 1 speed:0.633797, engine 2 speed: 8.6338, engine 3 speed: 4.3662, engine 4 speed: 4.3662
Engine 1 speed:0.523477, engine 2 speed: 8.52348, engine 3 speed: 4.47652, engine 4 speed: 4.47652
Engine 1 speed:0.0105362, engine 2 speed: 8.01054, engine 3 speed: 4.98946, engine 4 speed: 4.98946
Engine 1 speed:0.518923, engine 2 speed: 8.51892, engine 3 speed: 4.48108, engine 4 speed: 4.48108
Engine 1 speed:0.583686, engine 2 speed: 8.58369, engine 3 speed: 4.41631, engine 4 speed: 4.41631
Engine 1 speed:0.265501, engine 2 speed: 8.2655, engine 3 speed: 4.7345, engine 4 speed: 4.7345
Engine 1 speed:0.298747, engine 2 speed: 8.29875, engine 3 speed: 4.70125, engine 4 speed: 4.70125
Engine 1 speed:0.610438, engine 2 speed: 8.61044, engine 3 speed: 4.38956, engine 4 speed: 4.38956
Engine 1 speed:0.0573301, engine 2 speed: 8.05733, engine 3 speed: 4.94267, engine 4 speed: 4.94267
Engine 1 speed:0.127862, engine 2 speed: 8.12786, engine 3 speed: 4.87214, engine 4 speed: 4.87214
Engine 1 speed:0.328431, engine 2 speed: 8.32843, engine 3 speed: 4.67157, engine 4 speed: 4.67157
Engine 1 speed:0.20593, engine 2 speed: 8.20593, engine 3 speed: 4.79407, engine 4 speed: 4.79407
Engine 1 speed:0.0322542, engine 2 speed: 8.03225, engine 3 speed: 4.96775, engine 4 speed: 4.96775
Engine 1 speed:0.236013, engine 2 speed: 8.23601, engine 3 speed: 4.76399, engine 4 speed: 4.76399
Engine 1 speed:0.12657, engine 2 speed: 8.12657, engine 3 speed: 4.87343, engine 4 speed: 4.87343
Engine 1 speed:0.00662899, engine 2 speed: 8.00663, engine 3 speed: 4.99337, engine 4 speed: 4.99337
Engine 1 speed:0.014956, engine 2 speed: 8.01496, engine 3 speed: 4.98504, engine 4 speed: 4.98504
Engine 1 speed:0.0549622, engine 2 speed: 8.05496, engine 3 speed: 4.94504, engine 4 speed: 4.94504
Engine 1 speed:-0.00989342, engine 2 speed: 7.99011, engine 3 speed: 5.00989, engine 4 speed: 5.00989
Engine 1 speed:-0.177388, engine 2 speed: 7.82261, engine 3 speed: 5.17739, engine 4 speed: 5.17739
Engine 1 speed:0.0920892, engine 2 speed: 8.09209, engine 3 speed: 4.90791, engine 4 speed: 4.90791
Engine 1 speed:0.0593472, engine 2 speed: 8.05935, engine 3 speed: 4.94065, engine 4 speed: 4.94065
Engine 1 speed:-0.0964851, engine 2 speed: 7.90351, engine 3 speed: 5.09649, engine 4 speed: 5.09649
Engine 1 speed:0.0829763, engine 2 speed: 8.08298, engine 3 speed: 4.91702, engine 4 speed: 4.91702
Engine 1 speed:0.0506592, engine 2 speed: 8.05066, engine 3 speed: 4.94934, engine 4 speed: 4.94934
Engine 1 speed:-0.271472, engine 2 speed: 7.72853, engine 3 speed: 5.27147, engine 4 speed: 5.27147
Engine 1 speed:0.0899177, engine 2 speed: 8.08992, engine 3 speed: 4.91008, engine 4 speed: 4.91008
Engine 1 speed:0.0867395, engine 2 speed: 8.08674, engine 3 speed: 4.91326, engine 4 speed: 4.91326
Engine 1 speed:-0.179513, engine 2 speed: 7.82049, engine 3 speed: 5.17951, engine 4 speed: 5.17951
Engine 1 speed:-0.0371704, engine 2 speed: 7.96283, engine 3 speed: 5.03717, engine 4 speed: 5.03717
Engine 1 speed:-0.0436797, engine 2 speed: 7.95632, engine 3 speed: 5.04368, engine 4 speed: 5.04368
Engine 1 speed:-0.326748, engine 2 speed: 7.67325, engine 3 speed: 5.32675, engine 4 speed: 5.32675
Engine 1 speed:-0.124243, engine 2 speed: 7.87576, engine 3 speed: 5.12424, engine 4 speed: 5.12424
Engine 1 speed:-0.123383, engine 2 speed: 7.87662, engine 3 speed: 5.12338, engine 4 speed: 5.12338
Engine 1 speed:-0.214487, engine 2 speed: 7.78551, engine 3 speed: 5.21449, engine 4 speed: 5.21449
Engine 1 speed:-0.245717, engine 2 speed: 7.75428, engine 3 speed: 5.24572, engine 4 speed: 5.24572
Engine 1 speed:-0.268617, engine 2 speed: 7.73138, engine 3 speed: 5.26862, engine 4 speed: 5.26862
Engine 1 speed:-0.219656, engine 2 speed: 7.78034, engine 3 speed: 5.21966, engine 4 speed: 5.21966
Engine 1 speed:-0.265763, engine 2 speed: 7.73424, engine 3 speed: 5.26576, engine 4 speed: 5.26576
Engine 1 speed:-0.317897, engine 2 speed: 7.6821, engine 3 speed: 5.3179, engine 4 speed: 5.3179
Engine 1 speed:-0.276952, engine 2 speed: 7.72305, engine 3 speed: 5.27695, engine 4 speed: 5.27695
Engine 1 speed:-0.465241, engine 2 speed: 7.53476, engine 3 speed: 5.46524, engine 4 speed: 5.46524
Engine 1 speed:-0.277222, engine 2 speed: 7.72278, engine 3 speed: 5.27722, engine 4 speed: 5.27722
Engine 1 speed:-0.298547, engine 2 speed: 7.70145, engine 3 speed: 5.29855, engine 4 speed: 5.29855
Engine 1 speed:-0.398334, engine 2 speed: 7.60167, engine 3 speed: 5.39833, engine 4 speed: 5.39833
Engine 1 speed:-0.266809, engine 2 speed: 7.73319, engine 3 speed: 5.26681, engine 4 speed: 5.26681
Engine 1 speed:-0.354561, engine 2 speed: 7.64544, engine 3 speed: 5.35456, engine 4 speed: 5.35456
Engine 1 speed:-0.531467, engine 2 speed: 7.46853, engine 3 speed: 5.53147, engine 4 speed: 5.53147
Engine 1 speed:-0.554536, engine 2 speed: 7.44546, engine 3 speed: 5.55454, engine 4 speed: 5.55454
Engine 1 speed:-0.751707, engine 2 speed: 7.24829, engine 3 speed: 5.75171, engine 4 speed: 5.75171
Engine 1 speed:-0.860223, engine 2 speed: 7.13978, engine 3 speed: 5.86022, engine 4 speed: 5.86022
Engine 1 speed:-0.625027, engine 2 speed: 7.37497, engine 3 speed: 5.62503, engine 4 speed: 5.62503
Engine 1 speed:-1.01272, engine 2 speed: 6.98728, engine 3 speed: 6.01272, engine 4 speed: 6.01272
Engine 1 speed:-0.911477, engine 2 speed: 7.08852, engine 3 speed: 5.91148, engine 4 speed: 5.91148
Engine 1 speed:-0.795241, engine 2 speed: 7.20476, engine 3 speed: 5.79524, engine 4 speed: 5.79524
Engine 1 speed:-1.00332, engine 2 speed: 6.99668, engine 3 speed: 6.00332, engine 4 speed: 6.00332
